100 1 100 99 566
100 2 199 159 604
100 3 297 199 592
100 4 394 246 626
100 5 490 268 638
100 6 585 299 643
100 7 679 301 652
100 8 772 336 634
100 9 864 345 655
100 10 955 364 668
100 11 1045 366 666
100 12 1134 362 660
100 13 1222 392 662
100 14 1309 410 670
100 15 1395 414 676
100 16 1480 426 679
100 17 1564 441 668
100 18 1647 463 695
100 19 1729 469 690
100 20 1810 457 701
100 21 1890 499 706
100 22 1969 493 716
100 23 2047 499 722
100 24 2124 485 710
100 25 2200 525 718
100 26 2275 518 720
100 27 2349 528 731
100 28 2422 542 740
100 29 2494 542 739
100 30 2565 550 749
100 31 2635 560 755
100 32 2704 573 761
100 33 2772 580 766
100 34 2839 588 771
100 35 2905 595 776
100 36 2970 603 784
100 37 3034 610 791
100 38 3097 617 792
100 39 3159 624 800
100 40 3220 634 797
100 41 3280 640 812
100 42 3339 659 815
100 43 3397 654 816
100 44 3454 658 832
100 45 3510 675 844
100 46 3565 674 844
100 47 3619 695 843
100 48 3672 695 849
100 49 3724 697 853
100 50 3775 705 862
100 51 3825 697 867
100 52 3874 715 881
100 53 3922 719 878
100 54 3969 725 892
100 55 4015 732 890
100 56 4060 738 898
100 57 4104 749 911
100 58 4147 749 898
100 59 4189 757 921
100 60 4230 757 920
100 61 4270 763 923
100 62 4309 770 931
100 63 4347 773 935
100 64 4384 789 942
100 65 4420 788 941
100 66 4455 807 970
100 67 4489 809 960
100 68 4522 808 965
100 69 4554 835 995
100 70 4585 830 990
100 71 4615 829 987
100 72 4644 842 991
100 73 4672 854 1006
100 74 4699 861 1008
100 75 4725 865 1020
100 76 4750 865 1012
100 77 4774 886 1035
100 78 4797 884 1035
100 79 4819 897 1060
100 80 4840 906 1062
100 81 4860 890 1046
100 82 4879 918 1072
100 83 4897 922 1083
100 84 4914 928 1086
100 85 4930 940 1089
100 86 4945 931 1080
100 87 4959 953 1103
100 88 4972 950 1104
100 89 4984 966 1118
100 90 4995 960 1108
100 91 5005 960 1122
100 92 5014 975 1131
100 93 5022 981 1142
100 94 5029 984 1135
100 95 5035 996 1154
100 96 5040 992 1149
100 97 5044 1012 1171
100 98 5047 1008 1168
100 99 5049 1015 1187
100 100 5050 1025 1185
