90 1 90 89 548
90 2 179 112 505
90 3 267 179 537
90 4 354 224 574
90 5 440 236 558
90 6 525 259 557
90 7 609 270 579
90 8 692 294 566
90 9 774 302 581
90 10 855 322 585
90 11 935 342 590
90 12 1014 344 588
90 13 1092 357 605
90 14 1169 367 594
90 15 1245 377 600
90 16 1320 397 599
90 17 1394 400 612
90 18 1467 405 621
90 19 1539 430 615
90 20 1610 432 632
90 21 1680 433 627
90 22 1749 431 626
90 23 1817 440 637
90 24 1884 468 640
90 25 1950 459 648
90 26 2015 480 650
90 27 2079 492 668
90 28 2142 494 657
90 29 2204 498 675
90 30 2265 501 666
90 31 2325 509 675
90 32 2384 519 690
90 33 2442 528 695
90 34 2499 520 680
90 35 2555 546 712
90 36 2610 559 724
90 37 2664 557 706
90 38 2717 560 710
90 39 2769 566 717
90 40 2820 580 718
90 41 2870 587 741
90 42 2919 603 743
90 43 2967 594 759
90 44 3014 604 760
90 45 3060 606 756
90 46 3105 612 765
90 47 3149 617 777
90 48 3192 620 761
90 49 3234 636 775
90 50 3275 640 771
90 51 3315 655 796
90 52 3354 657 800
90 53 3392 657 794
90 54 3429 668 801
90 55 3465 671 800
90 56 3500 682 820
90 57 3534 685 828
90 58 3567 689 833
90 59 3599 699 841
90 60 3630 709 848
90 61 3660 711 853
90 62 3689 711 863
90 63 3717 724 873
90 64 3744 732 873
90 65 3770 734 880
90 66 3795 737 869
90 67 3819 744 895
90 68 3842 759 901
90 69 3864 760 902
90 70 3885 759 897
90 71 3905 776 922
90 72 3924 775 924
90 73 3942 788 929
90 74 3959 788 924
90 75 3975 803 942
90 76 3990 814 948
90 77 4004 815 943
90 78 4017 826 973
90 79 4029 821 966
90 80 4040 839 980
90 81 4050 840 981
90 82 4059 843 976
90 83 4067 845 999
90 84 4074 857 1002
90 85 4080 857 1004
90 86 4085 871 1013
90 87 4089 879 1018
90 88 4092 886 1029
90 89 4094 892 1036
90 90 4095 894 1044
