50 1 50 49 266
50 2 99 66 244
50 3 147 98 246
50 4 194 106 275
50 5 240 134 267
50 6 285 148 286
50 7 329 152 280
50 8 372 160 286
50 9 414 184 292
50 10 455 188 290
50 11 495 195 291
50 12 534 202 305
50 13 572 207 306
50 14 609 208 304
50 15 645 215 314
50 16 680 222 320
50 17 714 230 318
50 18 747 243 326
50 19 779 257 336
50 20 810 247 333
50 21 840 269 345
50 22 869 261 344
50 23 897 265 350
50 24 924 279 360
50 25 950 283 359
50 26 975 291 370
50 27 999 291 373
50 28 1022 297 372
50 29 1044 298 379
50 30 1065 305 384
50 31 1085 310 387
50 32 1104 318 392
50 33 1122 320 399
50 34 1139 326 400
50 35 1155 337 409
50 36 1170 338 416
50 37 1184 350 420
50 38 1197 352 411
50 39 1209 357 436
50 40 1220 362 441
50 41 1230 370 440
50 42 1239 365 436
50 43 1247 388 458
50 44 1254 387 461
50 45 1260 384 459
50 46 1265 399 474
50 47 1269 399 472
50 48 1272 409 486
50 49 1274 407 488
50 50 1275 416 493
