30 1 30 29 130
30 2 59 50 134
30 3 87 58 135
30 4 114 67 142
30 5 140 84 152
30 6 165 86 146
30 7 189 91 147
30 8 212 95 146
30 9 234 110 157
30 10 255 121 168
30 11 275 115 162
30 12 294 123 168
30 13 312 123 168
30 14 329 130 179
30 15 345 138 190
30 16 360 140 190
30 17 374 146 189
30 18 387 151 193
30 19 399 156 198
30 20 410 161 208
30 21 420 166 210
30 22 429 167 212
30 23 437 176 218
30 24 444 179 221
30 25 450 184 226
30 26 455 188 231
30 27 459 193 234
30 28 462 193 239
30 29 464 202 246
30 30 465 208 256
