70 1 70 69 363
70 2 139 138 406
70 3 207 139 395
70 4 274 176 398
70 5 340 198 408
70 6 405 190 404
70 7 469 210 412
70 8 532 217 417
70 9 594 247 416
70 10 655 265 431
70 11 715 267 428
70 12 774 259 442
70 13 832 280 443
70 14 889 289 443
70 15 945 297 450
70 16 1000 303 455
70 17 1054 306 456
70 18 1107 316 464
70 19 1159 334 462
70 20 1210 355 472
70 21 1260 341 488
70 22 1309 359 487
70 23 1357 364 478
70 24 1404 376 497
70 25 1450 374 503
70 26 1495 383 498
70 27 1539 395 509
70 28 1582 391 515
70 29 1624 401 523
70 30 1665 404 528
70 31 1705 409 530
70 32 1744 414 536
70 33 1782 425 544
70 34 1819 427 539
70 35 1855 440 551
70 36 1890 443 554
70 37 1924 454 567
70 38 1957 454 558
70 39 1989 467 585
70 40 2020 469 575
70 41 2050 471 583
70 42 2079 480 585
70 43 2107 488 598
70 44 2134 492 598
70 45 2160 505 611
70 46 2185 511 621
70 47 2209 520 625
70 48 2232 516 624
70 49 2254 529 639
70 50 2275 526 638
70 51 2295 527 633
70 52 2314 539 641
70 53 2332 549 656
70 54 2349 563 676
70 55 2365 560 663
70 56 2380 565 671
70 57 2394 569 678
70 58 2407 564 670
70 59 2419 578 683
70 60 2430 588 701
70 61 2440 580 694
70 62 2449 591 701
70 63 2457 594 700
70 64 2464 601 716
70 65 2470 615 727
70 66 2475 614 724
70 67 2479 623 736
70 68 2482 632 742
70 69 2484 635 739
70 70 2485 639 752
